cluster_4,cluster_6,cluster_8,cluster_13,X,Y,Z,Gas6-72008122
0,0,0,8,55,33,36,0.074493095
0,0,7,0,56,33,36,0.08079543
0,0,7,0,58,33,36,0.08039893
0,0,7,0,61,33,36,0.08301006
0,0,0,8,63,33,36,0.07525208
3,4,3,3,64,33,36,0.09261078
0,0,0,0,53,34,36,0.07722333
1,5,4,10,54,34,36,0.05973168
0,5,0,8,55,34,36,0.071214676
0,0,0,0,56,34,36,0.07720185
0,0,0,0,57,34,36,0.07768854
0,0,7,0,58,34,36,0.080350846
0,5,0,8,59,34,36,0.07133341
0,0,7,0,60,34,36,0.08303479
0,0,0,0,61,34,36,0.07807898
0,0,7,0,63,34,36,0.08193591
3,4,3,3,64,34,36,0.09690512
1,1,1,12,54,35,36,0.041265026
1,5,4,10,55,35,36,0.058300737
0,5,0,4,56,35,36,0.06886408
0,0,7,0,57,35,36,0.08082113
0,5,0,4,58,35,36,0.068846
1,1,1,1,59,35,36,0.053558342
1,5,4,10,61,35,36,0.058630675
1,1,1,1,58,36,36,0.05012381
0,5,0,8,53,25,37,0.071539715
0,0,7,0,53,26,37,0.08150049
3,4,7,7,53,27,37,0.09065906
3,4,3,3,53,28,37,0.09307918
3,4,7,7,53,29,37,0.09002038
3,3,6,6,62,29,37,0.113878176
3,3,6,6,63,29,37,0.11481549
3,4,3,3,64,29,37,0.092227235
3,3,6,11,62,30,37,0.108060576
3,3,6,6,63,30,37,0.115808345
3,4,3,3,64,30,37,0.0942691
3,4,3,3,53,31,37,0.09294815
0,0,0,0,54,31,37,0.07739804
0,0,7,0,57,31,37,0.08310012
0,5,0,8,58,31,37,0.071522385
0,0,7,0,59,31,37,0.081838
3,4,3,11,62,31,37,0.10373937
3,3,6,6,63,31,37,0.1127874
0,0,0,0,53,32,37,0.077553
0,5,4,4,54,32,37,0.06583124
0,0,7,0,59,32,37,0.08145161
3,4,3,11,62,32,37,0.10158379
3,4,3,11,63,32,37,0.10360988
0,5,0,8,54,33,37,0.07134483
0,0,7,0,55,33,37,0.08147492
0,0,7,7,58,33,37,0.08523878
0,0,7,7,59,33,37,0.083883785
3,4,3,3,62,33,37,0.09748975
3,4,7,7,63,33,37,0.08871502
0,0,0,8,64,33,37,0.07453699
0,0,0,8,53,34,37,0.07372559
1,5,4,10,54,34,37,0.05892952
0,0,0,8,55,34,37,0.074050665
0,0,7,7,58,34,37,0.08531763
0,0,0,8,59,34,37,0.07271493
0,0,0,0,60,34,37,0.076813534
0,5,0,8,63,34,37,0.0719316
1,5,4,10,55,35,37,0.05849517
1,5,4,10,56,35,37,0.057549648
0,5,4,4,58,35,37,0.06480486
1,1,1,1,59,35,37,0.0438918
1,5,4,10,53,25,38,0.06256415
0,0,0,0,53,26,38,0.077806726
3,4,3,3,62,33,38,0.09333432
1,1,1,12,53,25,39,0.043029066
1,1,1,12,63,34,39,0.031463165
